Name,Sector,Industry
Nuveen Dividend Advantage Municipal Fund,n/a,n/a
Nuveen Dow 30SM Dynamic Overwrite Fund,n/a,n/a
Nuveen Energy MLP Total Return Fund,n/a,n/a
Nuveen Enhanced Municipal Value Fund,n/a,n/a
Nuveen Flexible Investment Income Fund,n/a,n/a
Nuveen Floating Rate Income Fund,n/a,n/a
Nuveen Floating Rate Income Opportuntiy Fund,n/a,n/a
Nuveen Georgia Dividend Advantage Municipal Fund 2,n/a,n/a
Nuveen Global Equity Income Fund ,n/a,n/a
Nuveen Global High Income Fund,n/a,n/a
Nuveen High Income 2020 Target Term Fund,n/a,n/a
Nuveen High Income 2020 Target Term Fund,n/a,n/a
Nuveen Insured California Select Tax-Free Income Portfolio,n/a,n/a
Nuveen Insured New York Select Tax-Free Income Portfolio,n/a,n/a
Nuveen Intermediate Duration Municipal Term Fund,n/a,n/a
"Nuveen Investment Quality Municipal Fund, Inc.",n/a,n/a
Nuveen Maryland Premium Income Municipal Fund,n/a,n/a
Nuveen Massachusetts Premium Income Municipal Fund,n/a,n/a
Nuveen Michigan Quality Income Municipal Fund,n/a,n/a
Nuveen Minnesota Municipal Income Fund,n/a,n/a
Nuveen Mortgage Opportunity Term Fund,n/a,n/a
Nuveen Multi-Market Income Fund,n/a,n/a
"Nuveen Municipal Advantage Fund, Inc.",n/a,n/a
"Nuveen Municipal Income Fund, Inc.",n/a,n/a
"Nuveen Municipal Market Opportunity Fund, Inc.",n/a,n/a
"Nuveen Municipal Opportunity Fund, Inc.",n/a,n/a
Nuveen New Jersey Dividend Advantage Municipal Fund,n/a,n/a
Nuveen New York AMT-Free Municipal Income Fund,n/a,n/a
Nuveen New York Dividend Advantage Municipal Fund,n/a,n/a
"Nuveen New York Municipal Value Fund, Inc.",n/a,n/a
Nuveen North Carolina Premium Income Municipal Fund,n/a,n/a
Nuveen Ohio Quality Income Municipal Fund,n/a,n/a
"Nuveen Pennsylvania Investment Quality Municipal Fund, Inc.",n/a,n/a
"Nuveen Performance Plus Municipal Fund, Inc.",n/a,n/a
Nuveen Preferred and Income Term Fund,n/a,n/a
Nuveen Preferred Income Opportunites Fund,n/a,n/a
"Nuveen Premier Municipal Income Fund, Inc.",n/a,n/a
"Nuveen Premium Income Municipal Fund II, Inc.",n/a,n/a
"Nuveen Premium Income Municipal Fund IV, Inc.",n/a,n/a
"Nuveen Premium Income Municipal Fund, Inc.",n/a,n/a
"Nuveen Quality Income Municipal Fund, Inc.",n/a,n/a
"Nuveen Quality Municipal Fund, Inc.",n/a,n/a
Nuveen Quality Preferred Income Fund,n/a,n/a
Nuveen Quality Preferred Income Fund 2,n/a,n/a
Nuveen Quality Preferred Income Fund 3,n/a,n/a
Nuveen Real Asset Income and Growth Fund,n/a,n/a
Nuveen S&P 500 Buy-Write Income Fund,n/a,n/a
Nuveen S&P 500 Dynamic Overwrite Fund,n/a,n/a
Nuveen Select Maturities Municipal Fund,n/a,n/a
"Nuveen Select Quality Municipal Fund, Inc.",n/a,n/a
Nuveen Select Tax Free Income Portfolio,n/a,n/a
Nuveen Select Tax Free Income Portfolio II,n/a,n/a
Nuveen Select Tax Free Income Portfolio III,n/a,n/a
Nuveen Senior Income Fund,n/a,n/a
Nuveen Short Duration Credit Opportunities Fund,n/a,n/a
Nuveen Tax-Advantaged Dividend Growth Fund,n/a,n/a
Nuveen Tax-Advantaged Total Return Strategy Fund,n/a,n/a
Nuveen Texas Quality Income Municipal Fund,n/a,n/a
Nuveen Virginia Premium Income Municipal Fund,n/a,n/a
Nuveenn Intermediate Duration Quality Municipal Term Fund,n/a,n/a
Nuven Mortgage Opportunity Term Fund 2,n/a,n/a
"Nuverra Environmental Solutions, Inc.",Energy,Oilfield Services/Equipment
"NVR, Inc.",Capital Goods,Homebuilding
"Oaktree Capital Group, LLC",Finance,Investment Managers
Oasis Petroleum Inc.,Energy,Oil & Gas Production
Occidental Petroleum Corporation,Energy,Oil & Gas Production
"Oceaneering International, Inc.",Energy,Oilfield Services/Equipment
Och-Ziff Capital Management Group LLC,Finance,Investment Managers
OCI Partners LP,Basic Industries,Major Chemicals
Ocwen Financial Corporation,Finance,Finance: Consumer Services
OFG Bancorp,Finance,Major Banks
OFG Bancorp,Finance,Major Banks
OFG Bancorp,n/a,n/a
OFG Bancorp,n/a,n/a
OGE Energy Corporation,Public Utilities,Electric Utilities: Central
Oi S.A.,Public Utilities,Telecommunications Equipment
Oi S.A.,n/a,n/a
"Oil States International, Inc.",Energy,Metal Fabrications
Oil-Dri Corporation Of America,Consumer Durables,Miscellaneous manufacturing industries
Old Republic International Corporation,Finance,Property-Casualty Insurers
Olin Corporation,Basic Industries,Major Chemicals
OM Asset Management plc,Finance,Investment Managers
"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts
Omega Protein Corporation,Consumer Non-Durables,Packaged Foods
Omnicom Group Inc.,Technology,Advertising
OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals
"On Assignment, Inc.",Technology,Professional Services
"On Deck Capital, Inc.",Finance,Finance: Consumer Services
"ONE Gas, Inc.",Public Utilities,Oil/Gas Transmission
"One Liberty Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"OneBeacon Insurance Group, Ltd.",Finance,Property-Casualty Insurers
"OneMain Holdings, Inc.",n/a,n/a
"ONEOK Partners, L.P.",Public Utilities,Natural Gas Distribution
"ONEOK, Inc.",Public Utilities,Oil & Gas Production
"Ooma, Inc.",Technology,EDP Services
Opko Health Inc,Health Care,Major Pharmaceuticals
"Opower, Inc.",Technology,Computer Software: Prepackaged Software
"Oppenheimer Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
Oracle Corporation,Technology,Computer Software: Prepackaged Software
Orange,Public Utilities,Telecommunications Equipment
"Orbital ATK, Inc.",Capital Goods,Military/Government/Technical
"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts
Orion Engineered Carbons S.A,Basic Industries,Major Chemicals
Orion Marine Group Inc,Basic Industries,Military/Government/Technical
Orix Corp Ads,Finance,Diversified Financial Services
"Ormat Technologies, Inc.",Public Utilities,Electric Utilities: Central
Oshkosh Corporation,Capital Goods,Auto Manufacturing
OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts
"Owens & Minor, Inc.",Health Care,Medical Specialities
Owens Corning Inc,Capital Goods,Industrial Machinery/Components
"Owens-Illinois, Inc.",Consumer Durables,Containers/Packaging
"Oxford Industries, Inc.",Consumer Non-Durables,Apparel
"Pacific American Income Shares, Inc.",n/a,n/a
Pacific Coast Oil Trust,Energy,Oil & Gas Production
Pacific Drilling S.A.,Energy,Oil & Gas Production
Pacific Gas & Electric Co.,Public Utilities,Power Generation
Packaging Corporation of America,Consumer Durables,Containers/Packaging
"Palo Alto Networks, Inc.",Technology,Computer peripheral equipment
Pampa Energia S.A.,Public Utilities,Electric Utilities: Central
"Pandora Media, Inc.",Consumer Services,Broadcasting
Panhandle Royalty Company,Energy,Oil & Gas Production
PAR Technology Corporation,Miscellaneous,Office Equipment/Supplies/Services
"Paramount Group, Inc.",Consumer Services,Real Estate Investment Trusts
Park Electrochemical Corporation,Technology,Electrical Products
Parker Drilling Company,Energy,Oil & Gas Production
Parker-Hannifin Corporation,Capital Goods,Metal Fabrications
"Parkway Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Parsley Energy, Inc.",Energy,Oil & Gas Production
PartnerRe Ltd.,Finance,Accident &Health Insurance
PartnerRe Ltd.,n/a,n/a
PartnerRe Ltd.,n/a,n/a
PartnerRe Ltd.,n/a,n/a
Party City Holdco Inc.,Consumer Services,Other Specialty Stores
"Patriot National, Inc.",Finance,Specialty Insurers
"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software
PBF Energy Inc.,Energy,Integrated oil Companies
PBF Logistics LP,Energy,Natural Gas Distribution
Peabody Energy Corporation,Energy,Coal Mining
"Pearson, Plc",Consumer Services,Books
Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts
Pebblebrook Hotel Trust,n/a,n/a
Pebblebrook Hotel Trust,n/a,n/a
Pebblebrook Hotel Trust,n/a,n/a
Pembina Pipeline Corp.,Energy,Oil & Gas Production
Pengrowth Energy Corporation,Energy,Oil & Gas Production
Penn Virginia Corporation,Energy,Oil & Gas Production
Penn West Petroleum Ltd,Energy,Oil & Gas Production
PennantPark Investment Corporation,n/a,n/a
Pennsylvania Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts
Pennsylvania Real Estate Investment Trust,n/a,n/a
Pennsylvania Real Estate Investment Trust,n/a,n/a
"PennyMac Financial Services, Inc.",Finance,Finance: Consumer Services
PennyMac Mortgage Investment Trust,Consumer Services,Real Estate Investment Trusts
"Penske Automotive Group, Inc.",Consumer Durables,Automotive Aftermarket
Pentair plc.,Technology,Industrial Machinery/Components
"Penumbra, Inc.",Health Care,Medical/Dental Instruments
"Pep Boys-Manny, Moe & Jack (The)",Consumer Services,Other Specialty Stores
"PEPCO Holdings, Inc.",Public Utilities,Power Generation
"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
Performance Food Group Company,Consumer Non-Durables,Food Distributors
Performance Sports Group Ltd,Consumer Non-Durables,Recreational Products/Toys
"PerkinElmer, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
Permian Basin Royalty Trust,Energy,Oil & Gas Production
Perrigo Company,Health Care,Major Pharmaceuticals
Petrobras Argentina S.A.,Energy,Oil & Gas Production
PetroChina Company Limited,Energy,Oil & Gas Production
Petroleo Brasileiro S.A.- Petrobras,Energy,Oil & Gas Production
Petroleo Brasileiro S.A.- Petrobras,n/a,n/a
Petroquest Energy Inc,Energy,Oil & Gas Production
"Pfizer, Inc.",Health Care,Major Pharmaceuticals
Pharmerica Corporation,Health Care,Medical/Nursing Services
PHH Corp,Finance,Diversified Financial Services
Philip Morris International Inc,Consumer Non-Durables,Farming/Seeds/Milling
Philippine Long Distance Telephone Company,Public Utilities,Telecommunications Equipment
Phillips 66,Energy,Integrated oil Companies
Phillips 66 Partners LP,Energy,Natural Gas Distribution
"Phoenix Companies, Inc. (The)",Finance,Life Insurance
"Phoenix Companies, Inc. (The)",Finance,Life Insurance
Phoenix New Media Limited,Consumer Services,Broadcasting
Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts
"Piedmont Natural Gas Company, Inc.",Public Utilities,Oil/Gas Transmission
"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators
"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings
PIMCO California Municipal Income Fund,n/a,n/a
Pimco California Municipal Income Fund II,n/a,n/a
PIMCO California Municipal Income Fund III,n/a,n/a
"PIMCO Commercial Mortgage Securities Trust, Inc.",n/a,n/a
Pimco Corporate & Income Opportunity Fund,n/a,n/a
Pimco Corporate & Income Stategy Fund,n/a,n/a
PIMCO Dynamic Credit Income Fund,n/a,n/a
PIMCO Dynamic Income Fund,n/a,n/a
Pimco Global Stocksplus & Income Fund,n/a,n/a
Pimco High Income Fund,n/a,n/a
Pimco Income Opportunity Fund,n/a,n/a
PIMCO Income Strategy Fund,n/a,n/a
PIMCO Income Strategy Fund II,n/a,n/a
PIMCO Municipal Income Fund,n/a,n/a
Pimco Municipal Income Fund II,n/a,n/a
PIMCO Municipal Income Fund III,n/a,n/a
PIMCO New York Municipal Income Fund,n/a,n/a
Pimco New York Municipal Income Fund II,n/a,n/a
PIMCO New York Municipal Income Fund III,n/a,n/a
"PIMCO Strategic Income Fund, Inc.",n/a,n/a
"Pinnacle Foods, Inc.",Consumer Non-Durables,Packaged Foods
Pinnacle West Capital Corporation,Public Utilities,Electric Utilities: Central
Pioneer Energy Services Corp.,Energy,Oil & Gas Production
Pioneer Floating Rate Trust,n/a,n/a
Pioneer High Income Trust,n/a,n/a
Pioneer Municipal High Income Advantage Trust,n/a,n/a
Pioneer Municipal High Income Trust,n/a,n/a
Pioneer Natural Resources Company,Energy,Oil & Gas Production
Piper Jaffray Companies,Finance,Investment Bankers/Brokers/Service
Pitney Bowes Inc.,Miscellaneous,Office Equipment/Supplies/Services
Pitney Bowes Inc.,n/a,n/a
PJT Partners Inc.,Finance,Investment Managers
"Plains All American Pipeline, L.P.",Energy,Natural Gas Distribution
"Plains Group Holdings, L.P.",Energy,Natural Gas Distribution
"Planet Fitness, Inc.",Consumer Services,Hotels/Resorts
"Plantronics, Inc.",Public Utilities,Telecommunications Equipment
Platform Specialty Products Corporation,Basic Industries,Major Chemicals
"Plum Creek Timber Company, Inc.",Consumer Services,Real Estate Investment Trusts
"Ply Gem Holdings, Inc.",Basic Industries,Forest Products
"PNC Financial Services Group, Inc. (The)",Finance,Major Banks
"PNC Financial Services Group, Inc. (The)",n/a,n/a
"PNC Financial Services Group, Inc. (The)",n/a,n/a
"PNC Financial Services Group, Inc. (The)",n/a,n/a
"PNM Resources, Inc. (Holding Co.)",Public Utilities,Electric Utilities: Central
Polaris Industries Inc.,Capital Goods,Industrial Specialties
PolyOne Corporation,Basic Industries,Major Chemicals
Portland General Electric Company,Public Utilities,Electric Utilities: Central
POSCO,Basic Industries,Steel/Iron Ore
"Post Holdings, Inc.",Consumer Non-Durables,Packaged Foods
"Post Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Post Properties, Inc.",Consumer Services,Real Estate Investment Trusts
Potash Corporation of Saskatchewan Inc.,Basic Industries,Agricultural Chemicals
"PowerSecure International, Inc",Miscellaneous,Business Services
"PPG Industries, Inc.",Basic Industries,Paints/Coatings
"PPL Capital Funding, Inc.",Public Utilities,Electric Utilities: Central
PPL Corporation,Public Utilities,Electric Utilities: Central
PPlus Trust,Finance,Finance: Consumer Services
PPlus Trust,Finance,Finance: Consumer Services
"Praxair, Inc.",Basic Industries,Major Chemicals
Precision Castparts Corporation,Basic Industries,Metal Fabrications
Precision Drilling Corporation,Energy,Oil & Gas Production
"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
Preferred Plus Trust Ser QWS 2 Tr Ctf,Finance,Finance: Consumer Services
"Press Ganey Holdings, Inc.",Consumer Services,Professional Services
"Prestige Brand Holdings, Inc.",Health Care,Major Pharmaceuticals
"Pretium Resources, Inc.",Basic Industries,Precious Metals
"Primerica, Inc.",Finance,Life Insurance
Primero Mining Corp,Basic Industries,Precious Metals
Principal Financial Group Inc,Finance,Accident &Health Insurance
Principal Real Estate Income Fund,n/a,n/a
"PrivateBancorp, Inc.",Finance,Major Banks
ProAssurance Corporation,Finance,Property-Casualty Insurers
Procter & Gamble Company (The),Basic Industries,Package Goods/Cosmetics
Progressive Corporation (The),Finance,Property-Casualty Insurers
Progressive Waste Solutions Ltd.,Public Utilities,Environmental Services
"ProLogis, Inc.",Consumer Services,Real Estate Investment Trusts
"PROS Holdings, Inc.",Technology,EDP Services
Prospect Capital Corporation,n/a,n/a
"Prosperity Bancshares, Inc.",Finance,Major Banks
Protective Life Corporation,n/a,n/a
Protective Life Corporation,n/a,n/a
"Proto Labs, Inc.",Capital Goods,Metal Fabrications
PROTOSTAR I LTD,Technology,Electronic Components
"Provident Financial Services, Inc",Finance,Savings Institutions
"Prudential Financial, Inc.",Finance,Life Insurance
"Prudential Financial, Inc.",Finance,Life Insurance
"Prudential Financial, Inc.",Finance,Life Insurance
"Prudential Financial, Inc.",Finance,Life Insurance
"Prudential Global Short Duration High Yield Fund, Inc.",n/a,n/a
Prudential Public Limited Company,Finance,Life Insurance
Prudential Public Limited Company,n/a,n/a
Prudential Public Limited Company,n/a,n/a
"Prudential Short Duration High Yield Fund, Inc.",n/a,n/a
"PS Business Parks, Inc.",Consumer Services,Real Estate Investment Trusts
"PS Business Parks, Inc.",n/a,n/a
"PS Business Parks, Inc.",n/a,n/a
"PS Business Parks, Inc.",n/a,n/a
"PS Business Parks, Inc.",n/a,n/a
"PT Telekomunikasi Indonesia, Tbk",Public Utilities,Telecommunications Equipment
Public Service Enterprise Group Incorporated,Public Utilities,Power Generation
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,n/a,n/a
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,Consumer Services,Real Estate Investment Trusts
Public Storage,n/a,n/a
Public Storage,n/a,n/a
Public Storage,n/a,n/a
Public Storage,n/a,n/a
"PulteGroup, Inc.",Capital Goods,Homebuilding
Puma Biotechnology Inc,Health Care,Major Pharmaceuticals
Putnam High Income Bond Fund,n/a,n/a
Putnam Managed Municipal Income Trust,n/a,n/a
